Timestamp,dt,Voltage1,Voltage2,Voltage3,Voltage4,Voltage5,Voltage6,Voltage7,Voltage8
2024-11-14 15:27:11,0.25,3.7175000000000002,2.937125,3.7445,3.655125,3.2205,3.79975,3.79975,3.495
2024-11-14 15:27:11,0.25,3.716875,2.935,3.743875,3.655125,3.218375,3.8003750000000003,3.8000000000000003,3.496625
2024-11-14 15:27:12,0.25,3.7171250000000002,2.932,3.74425,3.653625,3.21925,3.799875,3.799875,3.4965
2024-11-14 15:27:12,0.25,3.718375,2.932,3.745625,3.653125,3.222375,3.799875,3.8000000000000003,3.493625
2024-11-14 15:27:12,0.25,3.71725,2.936125,3.7455000000000003,3.6535,3.21975,3.800125,3.80025,3.49325
2024-11-14 15:27:13,0.25,3.716125,2.9385,3.744,3.6557500000000003,3.22,3.800125,3.799875,3.4965
2024-11-14 15:27:13,0.25,3.71625,2.93425,3.744625,3.654375,3.218375,3.79975,3.8000000000000003,3.49675
2024-11-14 15:27:13,0.25,3.718875,2.9326250000000003,3.7451250000000003,3.652375,3.218125,3.8003750000000003,3.80025,3.49325
2024-11-14 15:27:13,0.25,3.71675,2.9365,3.7455000000000003,3.6535,3.21925,3.8000000000000003,3.79975,3.49375
2024-11-14 15:27:14,0.25,3.7146250000000003,2.9375,3.7443750000000002,3.65475,3.221,3.79975,3.79975,3.49725
2024-11-14 15:27:14,0.25,3.7165,2.9345,3.744875,3.6535,3.2195,3.80025,3.7996250000000003,3.4975
2024-11-14 15:27:14,0.25,3.7182500000000003,2.9325,3.745,3.652875,3.2175000000000002,3.79975,3.799875,3.4955000000000003
2024-11-14 15:27:15,0.25,3.7178750000000003,2.934625,3.745625,3.652375,3.219375,3.799375,3.799875,3.49325
2024-11-14 15:27:15,0.25,3.7146250000000003,2.936375,3.745,3.65425,3.2182500000000003,3.79975,3.79975,3.4943750000000002
2024-11-14 15:27:15,0.25,3.714125,2.937375,3.744625,3.6555,3.21975,3.79975,3.799875,3.496125
2024-11-14 15:27:16,0.25,3.716125,2.935,3.7445,3.653625,3.21875,3.80025,3.80025,3.49725
