Timestamp,dt,Voltage1,Voltage2,Voltage3,Voltage4,Voltage5,Voltage6,Voltage7,Voltage8
2024-12-05 17:04:01,0.1,3.2018750000000002,3.7070000000000003,3.214125,3.296125,3.477125,3.6375,3.26425,3.27825
2024-12-05 17:04:01,0.1,3.1986250000000003,3.707375,3.20975,3.290125,3.48475,3.63225,3.271,3.27725
2024-12-05 17:04:01,0.1,3.202875,3.708375,3.215,3.285125,3.4878750000000003,3.622,3.268875,3.2715
2024-12-05 17:04:01,0.1,3.197375,3.7066250000000003,3.21725,3.286125,3.51275,3.451625,3.275875,3.272125
2024-12-05 17:04:02,0.1,3.096,3.36375,3.1185,3.203125,3.504125,2.8381250000000002,3.0220000000000002,3.144875
2024-12-05 17:04:02,0.1,2.998625,2.924875,3.042625,3.027375,3.416375,2.43325,2.849,3.09475
2024-12-05 17:04:02,0.1,2.98875,2.85025,3.03225,2.984625,3.391125,2.340625,2.82875,3.078375
2024-12-05 17:04:02,0.1,2.973625,2.79275,3.021875,2.951,3.384625,2.331,2.832625,3.073375
2024-12-05 17:04:02,0.1,2.95975,2.7411250000000003,3.01375,2.937625,3.375,2.313,2.8301250000000002,3.077875
2024-12-05 17:04:02,0.1,2.96775,2.759625,3.0140000000000002,2.9602500000000003,3.3685,2.305875,2.845875,3.087
2024-12-05 17:04:03,0.1,2.9705,2.77175,3.019375,2.96625,3.3705000000000003,2.283125,2.8505000000000003,3.086875
2024-12-05 17:04:03,0.1,2.9711250000000002,2.76625,3.024375,2.96225,3.3715,2.30275,2.856125,3.089375
2024-12-05 17:04:03,0.1,2.97175,2.77575,3.0265,2.966875,3.37875,2.380625,2.888125,3.09525
2024-12-05 17:04:03,0.1,3.109125,3.202875,3.117125,3.19225,3.48375,3.48575,3.320125,3.2935
2024-12-05 17:04:03,0.1,3.2022500000000003,3.706875,3.2125,3.294,3.47975,3.6755,3.326625,3.29975
2024-12-05 17:04:04,0.1,3.199625,3.70675,3.217375,3.283,3.48625,3.64725,3.312375,3.281125
