Timestamp,dt,Voltage1,Voltage2,Voltage3,Voltage4,Voltage5,Voltage6,Voltage7,Voltage8
2024-12-05 16:42:44,0.1,3.266125,3.723,3.208,3.339375,3.4915000000000003,3.612375,3.3195,3.290125
2024-12-05 16:42:44,0.1,3.263,3.721,3.216,3.326625,3.49375,3.608,3.329,3.28575
2024-12-05 16:42:44,0.1,3.26575,3.720625,3.21725,3.317625,3.494125,3.6075,3.325875,3.28275
2024-12-05 16:42:44,0.1,3.26125,3.7222500000000003,3.216125,3.318,3.4562500000000003,3.521875,3.309625,3.2731250000000003
2024-12-05 16:42:44,0.1,3.173625,3.122375,3.145875,2.7035,3.3741250000000003,3.0735,3.2098750000000003,3.053
2024-12-05 16:42:45,0.1,3.11775,2.8455,3.08,2.431375,3.351,2.91975,3.17325,3.001625
2024-12-05 16:42:45,0.1,3.1128750000000003,2.794,3.06875,2.3933750000000003,3.343875,2.894625,3.164875,2.997
2024-12-05 16:42:45,0.1,3.09675,2.753625,3.05775,2.348375,3.336375,2.895875,3.162,2.98425
2024-12-05 16:42:45,0.1,3.1045000000000003,2.7575,3.047375,2.3765,3.34125,2.927375,3.1622500000000002,3.012375
2024-12-05 16:42:45,0.1,3.1081250000000002,2.786125,3.057,2.4015,3.345625,2.9326250000000003,3.167875,3.0195
2024-12-05 16:42:45,0.1,3.10525,2.7905,3.06375,2.3821250000000003,3.3436250000000003,2.92125,3.167625,3.003
2024-12-05 16:42:46,0.1,3.104,2.78275,3.0575,2.3755,3.34075,2.9330000000000003,3.1655,3.004875
2024-12-05 16:42:46,0.1,3.1012500000000003,2.790375,3.0575,2.381625,3.33675,2.931625,3.1655,3.008125
2024-12-05 16:42:46,0.1,3.1015,2.7960000000000003,3.060625,2.38725,3.3425000000000002,2.932875,3.169375,3.00875
2024-12-05 16:42:46,0.1,3.1045000000000003,2.792125,3.06325,2.383625,3.344125,2.931125,3.169125,3.007875
2024-12-05 16:42:46,0.1,3.10575,2.798,3.063375,2.394875,3.34125,2.9455,3.171125,3.016625
2024-12-05 16:42:46,0.1,3.106875,2.7985,3.0585,2.402625,3.3405,2.93825,3.165125,3.016375
2024-12-05 16:42:47,0.1,3.102125,2.783125,3.057,2.385625,3.34125,2.9253750000000003,3.1670000000000003,3.005125
2024-12-05 16:42:47,0.1,3.126625,2.828875,3.07625,2.482875,3.376375,3.099875,3.198375,3.105625
2024-12-05 16:42:47,0.1,3.272875,3.749375,3.225375,3.458125,3.477125,3.60975,3.3325,3.323375
2024-12-05 16:42:47,0.1,3.2725,3.7247500000000002,3.2106250000000003,3.385625,3.48575,3.61925,3.31625,3.3083750000000003
