Timestamp,dt,Voltage1,Voltage2,Voltage3,Voltage4,Voltage5,Voltage6,Voltage7,Voltage8
2024-12-05 16:39:22,0.1,3.3265000000000002,3.72825,3.218875,3.2745,3.508375,3.60325,3.304625,3.282375
2024-12-05 16:39:22,0.1,3.306,3.722375,3.222375,3.26975,3.508125,3.6045000000000003,3.307125,3.283125
2024-12-05 16:39:22,0.1,3.299875,3.723625,3.219625,3.2715,3.503375,3.606375,3.30475,3.2836250000000002
2024-12-05 16:39:22,0.1,2.685625,3.54775,2.9991250000000003,3.109625,3.44625,3.444,3.184625,3.162
2024-12-05 16:39:23,0.1,2.44325,3.477875,2.939625,3.039375,3.43975,3.3901250000000003,3.1235,3.13875
2024-12-05 16:39:23,0.1,2.363375,3.4558750000000003,2.91325,3.007375,3.429625,3.363625,3.114125,3.124875
2024-12-05 16:39:23,0.1,2.361125,3.4565,2.915875,3.01975,3.421625,3.3595,3.109,3.1313750000000002
2024-12-05 16:39:23,0.1,2.332875,3.4455,2.900875,3.0095,3.42575,3.3621250000000003,3.107125,3.13325
2024-12-05 16:39:23,0.1,2.336375,3.445875,2.903875,3.005125,3.426875,3.350375,3.107125,3.134375
2024-12-05 16:39:24,0.1,2.332125,3.434625,2.899125,3.002625,3.4217500000000003,3.3512500000000003,3.10325,3.13375
2024-12-05 16:39:24,0.1,2.313375,3.441125,2.889625,3.004625,3.4205,3.3495,3.100375,3.1335
2024-12-05 16:39:24,0.1,2.3381250000000002,3.444875,2.8977500000000003,3.004375,3.426875,3.351,3.10575,3.136375
2024-12-05 16:39:24,0.1,2.3255,3.438875,2.89925,2.997625,3.423,3.35025,3.10225,3.1355
2024-12-05 16:39:24,0.1,2.332,3.441375,2.891375,3.004625,3.4202500000000002,3.35425,3.102375,3.1393750000000002
2024-12-05 16:39:24,0.1,2.3348750000000003,3.4445,2.89575,3.00225,3.427,3.351,3.102875,3.1357500000000003
2024-12-05 16:39:25,0.1,2.34725,3.440125,2.899875,3.0015,3.4246250000000003,3.353,3.105375,3.1395
2024-12-05 16:39:25,0.1,2.326125,3.438875,2.8925,3.001625,3.420875,3.35425,3.100625,3.138375
2024-12-05 16:39:25,0.1,2.345,3.44525,2.8955,3.0071250000000003,3.42625,3.351875,3.105125,3.139875
2024-12-05 16:39:25,0.1,2.49925,3.44875,2.919875,3.025875,3.4450000000000003,3.4035,3.1433750000000003,3.1655
2024-12-05 16:39:25,0.1,3.353375,3.7235,3.2125,3.277625,3.512125,3.594875,3.303125,3.29225
2024-12-05 16:39:25,0.1,3.3085,3.7195,3.21,3.26925,3.510125,3.608,3.30925,3.3035
