Timestamp,Voltage1,Voltage2,Voltage3,Voltage4,Voltage5,Voltage6,Voltage7,Voltage8
2024-06-06 10:05:52,11.15190473948684,11.336165864077817,11.780427643430443,10.829256827217874,11.708643607319788,10.80829030440929,11.378097453280748,10.71418255215217
2024-06-06 10:05:52,10.52883207336911,10.484474361978164,10.597389363693134,10.441025757758512,10.183144553964933,10.91843744490004,10.722232976769819,11.279334451046147
2024-06-06 10:05:53,10.730472174540857,10.332786520812993,11.398470509485932,11.098836974843179,10.723844571502006,10.807209907495281,11.579482796665374,10.403483184156219
2024-06-06 10:05:53,10.503549063539932,11.598994932208097,10.881466724523506,11.597264074283087,11.174722193326794,11.65338578537249,11.65741722906021,10.713894955707499
2024-06-06 10:05:53,10.141743283926319,10.01521570209831,11.61403617427007,11.063828333724947,11.729807518541113,11.21671275778691,11.539058213417515,10.238424490730223
2024-06-06 10:05:53,10.810790135811512,10.718308923630937,10.576354360168121,11.779027018050252,10.626785245408415,11.571982447132914,10.376646712155972,11.606789429031465
2024-06-06 10:05:54,11.905679475939747,11.953053705561558,11.942816468896547,11.062614486908105,11.446342360950027,11.682851037852092,11.745097370121279,11.500242781214643
2024-06-06 10:05:54,10.370284051389199,11.167384192303944,10.118938103154845,10.765102981436861,11.274706164206973,11.825859525385008,11.11369563319891,10.89130947216096
2024-06-06 10:05:54,10.748388801722504,11.480023136441972,10.747323593866245,11.657049333366459,10.45173627722326,11.217439668369392,11.88775709040417,11.019985459140315
2024-06-06 10:05:54,10.681779564673738,10.100242569812801,10.223803201322113,10.619112581293031,10.466643537630677,11.201561551180532,11.984669005404745,10.177905314398526
2024-06-06 10:05:55,10.955162338942745,11.52845592577674,11.149819313768418,10.030333860390332,10.651104676439722,11.057146096614138,10.067524983251158,10.049744341007493
2024-06-06 10:05:55,11.714680913059238,10.775579649603985,11.6845693589037,11.499907282115654,11.28737780022895,11.108727253502655,10.270536690536437,11.858948496030408
2024-06-06 10:05:55,10.590273904130989,11.14083754967756,11.806583487713754,10.916544661163396,10.865081502349659,11.272093253670254,10.929245863376673,11.673770944608343
2024-06-06 10:05:55,10.915456546504007,11.888469575076538,10.087472547222225,10.26564616313936,11.448532712094035,11.340746620283749,11.28121178458325,11.119561358446655
2024-06-06 10:05:56,11.65393789318844,11.321270568222113,11.973821258492015,10.786139264840248,10.625431973928691,10.70951691862538,11.742965034205348,11.722451527749737
2024-06-06 10:05:56,10.838562583370866,10.13403869098079,10.96967847497092,10.297743883920264,10.779280228575008,11.799609138461964,11.962449471379863,11.578140961207339
